Tensión (MPa),Deformación (%),Dureza Brinell,Dureza Rockwell,Dureza Vickers,Tenacidad (MJ/m3),Módulo de Young (GPa),Límite elástico (MPa),Carga máxima (kN),Fuerza de fractura (kN),Alargamiento (%),Reducción de área (%),Velocidad de ensayo (mm/min),Espesor (mm),Diámetro (mm),Ancho de muestra (mm),Altura de muestra (mm),Temperatura (°C),Tiempo de ensayo (s),Peso (kg),Energía absorbida (J),Fatiga (ciclos),Coef. de fricción,Conductividad térmica (W/mK),Densidad (g/cm3),Calor específico (J/kgK),Resistencia a la tracción (MPa),Índice de resiliencia,Viscosidad (Pa·s),Índice de impacto,Índice de fluencia,Presión de trabajo (MPa),Presión de rotura (MPa),Tiempo hasta falla (h),Índice de rigidez,Índice de elasticidad,Índice de eficiencia,Índice de fatiga,Índice de absorción,Índice de desgaste,Índice térmico,Coef. de expansión,Índice de conductividad,Índice de resistencia al corte,Carga de pandeo (N),Torque máximo (Nm),Índice de eficiencia térmica,Índice de módulo de rotura,Coef. de seguridad
309.6,25.74,573.57,997.24,288.26,232.94,474.51,125.18,280.71,556.89,739.15,676.27,186.89,164.3,49.86,364.43,612.09,920.75,733.34,631.54,64.61,826.7,247.62,732.32,667.85,961.92,410.82,891.26,113.46,481.05,20.29,362.09,699.23,699.73,595.81,996.92,577.72,302.04,659.75,604.79,350.16,245.74,993.57,533.75,905.1,794.22,287.63,670.39,448.46
813.81,341.31,956.05,30.12,6.56,492.05,10.07,129.87,972.23,929.03,318.08,340.98,654.94,56.07,524.16,938.61,427.24,76.83,405.53,385.46,486.03,2.6,882.43,776.12,864.42,274.26,502.32,328.78,917.78,746.0,957.42,46.53,63.76,472.39,580.02,269.7,66.51,539.92,478.35,578.45,448.25,591.45,871.21,308.37,948.29,705.07,121.48,620.69,797.86
684.76,380.26,200.55,897.38,496.29,310.3,84.86,556.86,153.45,378.03,796.32,543.58,375.82,121.1,32.93,662.84,239.1,609.6,627.64,357.66,426.38,832.11,360.91,67.27,956.49,577.75,836.49,12.76,225.85,485.07,775.46,970.33,865.98,907.64,923.52,141.14,246.99,248.47,961.57,474.4,813.99,456.47,133.41,752.28,948.99,280.87,420.45,541.52,925.27
162.7,398.88,109.35,622.67,285.7,181.85,807.65,946.38,733.35,463.73,431.79,840.55,982.48,929.99,468.46,844.35,369.08,681.77,769.88,1.1,712.57,262.39,620.59,205.04,125.73,309.12,83.52,391.36,120.06,361.09,149.26,794.86,311.4,409.62,790.06,699.52,172.3,261.07,607.23,852.45,917.7,493.6,580.35,804.14,752.86,154.81,17.04,174.77,531.32
910.94,580.21,853.98,973.39,734.63,504.18,771.5,415.06,0.51,88.61,453.05,883.38,665.44,551.8,885.29,765.88,592.15,505.59,548.26,804.31,645.7,884.73,666.0,974.31,96.68,744.83,530.38,509.25,202.78,474.94,76.43,254.49,88.76,514.13,856.86,821.7,335.61,757.28,608.27,659.37,357.75,660.6,379.31,66.18,253.88,750.93,455.96,840.97,495.7
822.55,533.65,439.21,465.06,24.04,322.88,915.15,327.01,596.22,609.04,512.93,160.48,956.55,796.37,361.65,379.2,350.82,694.26,539.55,889.35,185.3,691.51,781.85,693.22,803.43,47.89,214.7,108.31,169.66,848.69,308.26,408.95,759.78,695.32,891.24,64.17,678.85,342.61,994.06,781.88,462.3,234.66,543.79,192.69,120.74,233.84,725.03,327.62,213.09
949.8,607.94,846.98,847.4,584.87,258.18,854.53,606.73,915.95,288.28,713.06,339.64,201.53,332.72,932.46,478.75,214.97,172.84,88.33,969.47,206.22,666.22,182.88,561.49,866.14,45.99,339.87,537.72,90.77,990.43,624.22,862.3,524.47,520.61,801.3,105.48,499.44,51.49,93.68,115.61,898.34,280.88,470.59,892.65,569.93,244.77,960.75,986.18,451.24
725.75,764.91,893.1,62.49,941.48,464.04,683.21,930.46,288.01,160.39,273.58,335.29,863.97,592.7,630.65,186.21,116.55,852.65,410.84,719.3,251.08,365.38,304.88,367.04,583.8,810.88,644.46,819.48,797.86,631.18,616.59,357.48,306.71,189.42,332.95,90.26,932.92,343.74,276.39,49.99,47.14,684.49,48.24,415.67,360.1,643.98,78.71,384.92,923.65
613.45,813.0,62.55,335.35,174.49,133.37,52.43,836.94,185.61,544.58,121.68,42.14,321.42,495.0,934.16,292.08,879.78,140.11,545.82,548.84,179.03,59.5,448.39,44.48,366.06,434.32,27.33,377.71,495.59,793.46,275.92,567.45,406.16,317.14,215.09,47.05,212.83,638.61,656.11,28.63,783.89,538.34,315.49,476.79,831.06,789.09,281.36,263.08,392.96
418.3,718.15,883.48,67.11,471.7,927.75,782.87,995.48,651.71,532.36,556.1,598.28,989.57,945.74,757.19,778.15,440.37,400.87,462.03,269.36,657.25,830.09,364.9,369.2,652.66,341.25,593.87,352.71,388.58,14.59,445.73,534.9,21.51,92.39,571.81,659.49,364.27,814.0,315.3,147.29,454.27,14.69,125.61,168.11,745.02,582.37,494.18,894.26,210.76
932.74,955.53,448.37,975.35,91.51,867.72,845.53,22.67,712.63,75.96,327.04,854.83,157.77,747.6,103.52,893.99,625.25,75.35,900.79,999.3,994.43,170.99,982.91,498.96,305.73,607.57,283.51,338.88,950.63,880.38,211.97,401.35,662.73,432.67,689.6,588.35,329.92,961.94,346.22,667.04,376.58,670.36,489.02,994.9,276.54,884.99,170.47,567.46,337.36
866.08,18.33,510.48,816.99,625.72,707.65,799.1,112.95,688.06,698.25,442.55,381.64,516.39,730.57,231.23,724.49,490.46,545.26,906.54,589.79,652.14,372.32,834.96,211.54,238.46,701.93,669.52,923.1,371.07,954.05,50.67,639.54,365.84,609.43,386.63,662.84,236.04,746.25,892.66,494.07,446.98,620.13,907.33,923.06,17.11,211.52,116.92,721.88,514.64
45.31,195.86,626.63,852.56,550.58,106.3,508.53,609.51,319.38,623.81,646.98,740.06,792.87,46.45,394.23,465.23,872.58,669.78,821.94,681.19,606.72,600.39,479.74,173.22,488.2,201.28,141.67,48.85,167.06,575.21,517.02,473.34,714.07,118.62,848.35,505.72,993.17,428.91,579.4,752.28,418.75,78.7,995.53,2.12,237.39,252.49,452.37,408.46,598.63
26.46,7.66,926.39,937.97,407.42,775.9,232.98,820.59,252.28,189.1,494.18,627.74,432.7,549.71,170.19,86.6,546.98,941.23,375.36,682.44,409.99,482.31,879.28,508.47,216.23,185.51,735.84,445.13,274.12,753.83,347.06,21.33,628.21,630.62,960.57,817.53,387.29,299.19,102.96,191.81,756.64,747.54,944.26,550.78,567.16,636.99,580.77,886.93,432.49
376.53,647.51,19.21,85.19,521.42,807.98,845.35,285.32,955.92,469.49,620.32,375.71,468.14,467.04,494.96,57.04,480.83,739.36,717.33,845.27,312.65,198.74,347.72,585.95,483.76,958.15,645.68,264.67,239.04,512.79,542.93,814.4,651.29,892.88,569.44,546.71,940.51,129.72,310.93,367.03,927.95,522.15,985.7,872.28,79.09,829.39,820.23,917.73,758.56
810.57,898.04,476.9,385.66,896.59,767.79,727.19,239.29,923.31,720.35,544.25,141.15,986.36,927.85,471.42,374.39,924.61,541.15,395.35,9.77,911.08,140.7,785.85,239.99,956.61,589.71,971.24,893.82,498.79,286.28,946.51,113.24,792.91,337.79,456.65,918.76,390.53,627.72,76.15,888.51,491.51,204.83,15.34,430.59,658.31,539.4,997.8,436.83,584.49
987.28,243.56,687.75,71.13,196.37,114.05,980.76,787.0,457.37,529.48,739.82,709.35,425.37,257.42,956.26,463.88,719.72,932.62,232.67,220.32,969.0,123.33,223.75,587.43,839.8,390.18,911.24,96.14,291.58,852.26,143.46,464.14,631.19,222.11,842.9,485.7,204.17,509.93,556.17,935.72,832.75,559.4,729.47,436.87,671.73,10.48,774.29,240.8,665.08
150.5,927.04,722.73,210.87,22.66,643.94,155.78,56.48,846.21,395.55,705.97,854.58,604.11,269.91,433.78,609.16,111.64,478.49,342.97,665.57,496.83,863.02,772.34,900.35,941.64,801.46,283.37,411.5,516.11,596.88,2.06,579.94,418.78,893.02,24.37,790.68,119.29,677.73,173.35,921.74,731.97,595.5,273.02,379.41,169.48,676.98,221.42,647.71,862.93
594.17,60.36,692.56,229.44,861.68,834.34,225.74,369.45,452.38,322.41,534.24,685.89,54.63,411.41,785.65,6.59,177.79,561.25,71.06,895.16,290.27,31.66,456.51,473.23,806.35,525.21,27.41,406.88,669.33,579.43,76.97,705.54,389.99,691.98,129.1,407.42,855.58,237.21,857.13,818.32,330.75,920.13,865.63,28.93,596.36,813.6,748.0,954.59,865.7
380.95,934.44,134.52,469.16,577.16,577.4,211.88,505.86,424.45,610.43,678.94,17.98,842.23,243.45,941.92,989.72,787.14,596.14,331.84,685.37,770.15,977.02,107.59,857.4,354.82,241.74,655.4,888.41,777.32,659.17,462.76,410.86,119.67,105.48,845.67,435.28,32.19,323.71,577.36,688.27,587.36,742.17,813.75,790.3,607.01,276.62,537.2,622.48,203.59
969.92,351.69,299.47,268.64,890.67,646.44,792.56,560.39,156.85,939.11,873.57,216.31,648.2,129.27,877.0,364.0,835.87,410.04,460.8,413.55,132.54,198.61,273.34,927.28,812.06,206.81,602.93,215.57,710.19,856.02,706.96,735.57,779.47,408.17,732.06,849.01,964.4,292.17,59.47,913.69,666.85,301.99,423.73,456.84,478.03,54.29,450.86,954.23,623.38
842.13,101.51,358.78,101.07,596.99,458.42,186.99,728.64,426.46,671.78,432.33,69.57,404.08,857.43,208.75,848.11,545.24,838.5,955.49,361.62,765.61,110.41,402.33,92.48,922.92,396.92,27.53,644.93,205.67,731.93,580.81,131.44,761.13,674.12,416.2,107.75,418.25,797.67,300.95,714.21,23.6,118.22,473.31,531.11,953.25,518.0,935.73,343.87,716.67
838.34,485.92,804.46,167.57,810.18,528.75,66.75,354.91,537.46,74.84,412.82,570.43,16.27,558.32,496.08,535.01,554.5,185.26,313.48,737.97,818.97,577.01,749.32,95.9,947.04,859.91,122.77,134.49,115.99,211.2,494.95,653.48,246.37,574.43,888.86,564.96,247.45,171.31,616.38,953.94,396.02,853.2,265.17,255.76,108.25,42.25,702.12,915.09,145.94
468.75,256.85,278.83,147.36,429.73,34.47,998.56,612.72,22.6,460.74,764.27,756.5,591.71,861.38,347.81,130.53,631.97,554.89,902.46,741.26,124.99,80.08,73.08,476.1,683.23,61.54,584.74,953.98,542.5,466.88,354.03,826.36,862.7,618.59,351.52,726.36,617.48,608.51,335.56,24.89,992.64,846.08,288.88,784.14,406.69,416.08,681.72,112.66,842.79
414.88,284.94,210.78,973.08,749.88,639.0,24.91,585.42,444.17,890.84,582.6,110.67,12.76,831.15,399.92,797.59,439.17,722.26,228.94,607.1,976.86,602.49,659.58,588.14,211.45,218.6,911.84,593.06,198.99,980.3,310.04,889.46,589.04,567.18,633.88,750.45,133.0,51.45,513.23,921.65,637.29,175.39,981.18,793.77,882.93,17.92,11.85,358.9,180.55
273.48,307.36,957.45,759.32,913.05,81.54,835.26,547.66,781.38,94.55,71.1,838.35,1.3,282.11,360.87,709.86,680.23,903.99,191.05,291.54,985.51,850.64,716.04,425.94,39.83,893.16,906.51,626.29,85.03,554.61,376.35,579.61,478.74,798.08,634.37,591.53,72.24,549.57,909.37,555.78,334.31,62.22,888.86,552.97,386.38,225.04,865.08,494.52,799.3
56.47,803.05,8.96,967.76,572.17,435.07,365.43,640.52,680.08,988.88,892.12,555.55,616.14,547.78,826.38,527.48,108.57,883.93,519.04,925.16,936.73,47.99,653.96,326.52,147.29,121.82,151.57,433.83,527.14,938.25,611.67,312.96,17.59,320.49,184.41,448.12,827.8,64.01,350.1,111.89,250.1,711.89,191.95,904.64,424.7,388.88,793.32,653.15,161.55
864.74,539.21,997.82,439.8,180.87,292.73,841.63,259.52,635.19,949.07,30.88,690.0,189.1,83.31,452.19,514.6,961.28,508.79,672.54,551.92,496.09,799.89,760.69,641.03,965.55,629.66,384.64,342.35,326.86,813.39,167.84,163.44,382.8,708.49,284.92,260.86,424.73,175.96,335.94,214.99,209.56,722.61,275.6,115.97,668.31,111.79,299.01,294.21,741.8
812.92,311.38,676.85,278.44,268.87,545.47,554.67,84.74,909.56,78.37,748.42,971.4,191.97,915.26,523.74,87.57,750.18,643.2,44.43,790.51,246.15,394.54,178.25,2.18,462.15,213.59,43.3,212.76,756.17,666.06,771.38,345.62,640.71,991.08,916.02,909.44,518.3,113.11,819.77,852.17,401.7,177.23,108.74,786.65,665.6,114.24,292.18,924.25,148.23
999.72,610.37,828.49,798.31,198.72,133.5,901.64,119.36,18.13,933.42,758.82,83.77,653.31,404.32,982.45,655.88,631.21,394.3,221.14,214.39,582.05,159.57,587.14,968.08,855.0,605.91,469.32,604.03,314.26,349.43,575.3,540.02,89.84,390.02,183.5,369.85,176.78,346.79,318.82,506.17,193.35,668.25,988.87,558.63,23.0,827.08,53.57,903.51,378.89
996.64,716.18,294.69,326.32,246.93,691.67,926.2,224.66,557.09,363.2,953.12,901.23,53.79,393.74,60.07,911.25,316.39,468.23,455.74,344.11,419.99,176.18,941.15,232.16,465.1,383.17,753.11,954.57,978.72,304.39,269.23,196.41,459.62,791.07,173.66,799.01,61.52,343.8,78.05,982.82,135.27,279.0,907.22,231.09,455.75,41.52,50.95,799.36,143.6
555.48,272.7,14.41,299.45,306.48,795.03,9.2,500.25,787.37,844.72,54.23,126.19,313.47,302.83,488.01,93.34,161.04,906.28,331.07,874.59,206.03,918.77,610.82,917.11,660.85,101.77,789.99,359.85,758.55,643.46,501.2,952.52,993.44,246.18,479.67,31.76,367.84,826.44,181.03,117.62,364.13,260.69,552.14,132.39,333.58,689.0,668.63,114.45,270.79
769.01,413.61,737.9,232.58,555.18,163.44,75.5,840.46,541.38,418.44,596.9,393.02,149.52,460.72,774.08,263.59,409.4,930.71,712.65,50.2,423.73,110.69,611.38,109.1,24.24,582.52,499.04,883.17,57.79,432.62,962.78,897.15,716.57,281.97,92.29,232.25,506.2,225.76,948.81,412.56,607.04,324.59,692.92,301.08,627.73,814.5,186.32,78.38,984.52
944.77,121.97,834.16,129.77,588.03,104.4,250.43,701.32,323.96,440.91,427.9,851.45,580.22,251.83,151.25,902.32,661.61,895.42,511.21,512.36,663.92,866.8,736.47,238.16,249.94,683.07,95.96,148.86,508.92,798.77,20.59,33.05,546.92,934.87,894.64,345.65,765.45,86.48,933.3,331.94,146.48,520.44,747.97,856.33,555.75,130.81,923.56,498.18,107.76
849.66,181.23,740.5,256.54,426.56,145.6,669.35,789.06,136.34,634.28,330.7,906.26,661.8,374.91,611.57,284.42,633.75,138.46,160.44,481.76,71.01,544.29,333.27,234.95,436.33,680.3,381.43,936.13,562.66,760.48,199.6,562.01,533.08,26.04,100.24,671.61,501.1,603.55,224.89,516.18,44.44,804.47,203.89,787.64,650.9,195.45,842.42,765.37,406.52
247.42,681.15,142.94,355.38,615.46,877.14,888.28,351.04,887.57,774.5,90.41,506.42,721.16,799.97,239.54,653.98,382.7,850.1,894.48,751.26,333.48,39.15,700.51,996.15,630.67,637.07,932.11,350.55,695.33,312.2,448.44,789.33,43.86,217.51,616.6,319.4,782.53,687.48,553.55,633.47,34.73,498.69,934.67,645.17,653.8,641.53,348.95,123.32,676.95
450.6,181.52,753.45,674.03,81.67,528.24,460.0,404.71,470.82,33.89,562.7,594.15,255.31,834.27,867.42,534.86,613.33,948.37,292.98,281.97,17.89,464.53,916.24,4.7,171.6,500.27,229.69,379.79,497.85,702.76,638.48,245.47,957.32,482.97,339.85,41.46,115.52,294.89,137.45,661.66,267.46,298.11,526.79,90.42,254.95,315.72,380.13,641.47,94.69
129.25,525.21,768.95,62.66,87.88,467.31,607.01,393.74,878.13,593.2,479.09,708.18,89.34,304.25,327.17,596.37,813.77,361.31,731.16,219.14,749.52,817.47,10.99,639.67,764.58,519.52,319.82,462.9,483.5,494.6,212.31,523.94,928.18,401.91,804.29,173.95,64.06,602.85,674.71,1.4,190.21,883.99,92.54,954.84,246.54,476.48,327.34,527.9,109.12
954.06,709.08,658.57,210.59,171.91,106.8,188.58,191.95,585.89,186.81,104.64,832.78,78.78,469.07,329.13,415.85,26.38,518.69,779.94,926.14,640.73,726.23,870.13,869.7,364.47,635.68,746.85,718.27,368.0,323.36,931.41,406.05,682.44,629.21,589.85,259.24,158.95,776.08,185.39,89.05,539.3,55.18,397.14,305.51,370.35,836.02,92.49,726.02,143.35
606.21,106.97,766.14,809.04,518.13,649.59,804.99,61.31,674.22,346.01,612.53,121.6,426.21,873.83,598.23,300.06,450.68,779.12,963.16,571.75,62.77,488.83,218.7,672.31,817.45,690.29,733.61,719.68,271.53,413.03,642.61,196.63,99.1,192.8,388.37,176.13,772.03,347.62,49.89,35.16,455.77,797.11,601.69,607.04,242.03,138.07,31.53,435.43,645.02
228.72,567.36,845.94,147.01,214.07,868.01,967.33,590.96,804.28,348.03,737.98,810.09,945.85,52.77,183.64,48.63,758.58,562.12,498.56,104.78,964.74,860.06,455.98,362.8,98.06,654.91,912.21,479.64,946.21,895.36,877.44,614.78,207.91,70.64,983.87,203.8,759.35,525.4,824.91,864.61,324.83,784.4,352.89,803.12,682.84,619.69,452.19,693.33,909.35
671.73,256.64,613.64,342.71,283.36,828.2,268.67,989.22,659.19,469.11,767.3,481.33,217.81,889.16,284.96,744.31,546.19,993.48,615.87,193.12,22.72,120.45,852.36,958.31,679.79,586.99,388.18,523.2,317.66,359.58,329.38,993.69,183.99,369.4,66.32,768.98,141.45,146.72,325.47,313.36,833.56,253.62,699.23,132.94,602.91,942.4,943.05,159.69,826.01
618.17,962.93,88.7,864.67,400.37,626.09,494.88,166.91,398.12,334.2,905.38,450.68,256.82,219.26,416.69,746.12,651.51,455.77,334.94,998.83,590.0,909.95,823.93,893.53,293.4,155.92,514.65,30.11,63.51,287.47,828.97,365.35,519.63,524.4,577.83,412.09,31.09,23.74,108.61,367.13,505.0,198.38,882.06,652.23,216.47,57.56,917.26,214.67,983.06
358.23,483.6,487.68,155.01,811.88,75.37,86.21,46.78,513.68,107.45,409.53,423.96,100.98,678.57,353.7,670.76,516.72,713.97,678.21,195.69,776.39,846.46,891.94,434.01,795.4,210.7,467.45,304.37,167.37,351.87,378.28,552.42,207.88,562.05,989.57,405.24,685.31,981.37,833.92,450.43,91.62,874.71,771.91,32.39,884.12,60.1,809.86,903.34,578.18
113.65,806.01,77.74,82.83,13.96,112.49,559.18,779.55,803.07,145.71,953.08,509.26,605.61,582.59,524.92,643.67,991.88,792.61,463.44,610.51,787.92,708.31,940.42,573.37,402.23,260.3,927.76,346.08,857.29,214.7,252.83,327.92,695.83,601.53,690.98,966.61,855.3,299.8,762.42,849.32,295.83,558.92,642.69,101.88,460.72,554.79,628.63,329.44,961.48
671.61,550.27,407.6,484.59,649.41,49.4,502.83,252.66,373.71,33.53,865.44,945.06,679.9,552.99,599.68,243.79,54.72,494.15,437.71,420.19,34.38,817.91,447.21,967.52,665.38,919.67,769.35,558.77,586.67,544.68,911.66,876.96,545.28,548.71,739.8,446.76,754.13,278.97,683.79,14.26,973.34,46.11,512.21,723.17,127.14,960.08,856.24,985.51,305.0
520.36,43.51,407.17,302.49,668.91,257.55,144.52,829.66,388.18,470.3,296.57,548.25,642.97,859.37,566.71,22.44,491.1,857.0,855.48,885.61,906.42,543.86,656.4,982.56,934.31,759.42,831.46,558.34,778.8,147.52,92.31,864.62,17.76,245.83,32.19,927.67,202.88,973.25,911.26,118.71,976.98,890.84,254.54,155.17,213.04,220.55,515.12,46.3,421.56
772.34,633.19,66.1,563.45,798.68,135.75,442.12,703.97,95.78,954.45,159.37,953.18,861.14,101.66,654.2,808.73,91.51,546.2,50.26,755.19,918.46,675.19,390.54,449.88,20.72,552.91,133.18,709.93,808.8,817.46,942.89,178.86,744.08,764.57,21.46,299.13,583.81,728.26,489.28,685.19,254.75,349.07,455.0,443.56,539.9,330.86,180.24,495.93,396.1
520.21,951.41,348.89,803.82,932.76,260.12,334.17,945.68,914.59,115.76,435.45,180.37,486.48,347.09,307.82,491.19,159.87,411.71,881.97,596.99,561.43,560.64,350.78,847.37,11.22,252.13,791.87,717.06,823.25,225.66,458.57,899.96,188.91,87.87,36.21,400.69,757.39,585.34,128.14,963.9,167.32,342.22,293.02,248.41,338.49,98.74,684.2,325.05,47.45
852.2,601.65,111.09,137.23,20.24,385.12,521.88,408.99,91.13,946.27,401.96,724.16,134.54,538.3,126.51,306.91,383.1,107.91,852.08,10.84,482.13,355.49,431.65,302.05,770.3,110.98,433.04,235.29,550.66,598.1,992.63,151.59,824.9,198.43,991.72,396.34,255.9,699.35,61.44,642.82,495.74,643.32,934.03,421.29,851.24,362.31,920.65,995.97,829.72
551.95,819.21,808.25,580.74,153.87,942.99,585.7,662.0,648.24,733.39,575.76,812.26,289.48,811.31,760.83,102.02,155.62,393.47,506.42,879.81,44.96,568.9,743.1,371.88,646.43,898.77,23.44,770.21,177.2,125.11,539.64,95.53,355.11,739.4,979.52,546.12,527.77,709.96,318.51,261.2,481.52,661.34,907.32,77.31,494.79,44.43,19.7,990.04,24.82
560.98,884.22,947.69,505.56,886.18,610.42,8.59,464.91,413.25,637.54,583.43,679.16,662.46,216.52,850.8,62.82,963.69,733.96,490.25,444.72,562.0,257.54,501.49,164.91,293.05,892.68,60.18,19.7,148.32,978.46,757.51,652.97,338.69,279.8,334.58,584.29,314.53,763.36,86.92,519.91,410.2,353.38,155.91,754.93,915.3,389.16,251.52,235.32,729.9
876.67,228.16,72.41,144.16,458.57,834.99,761.03,630.63,405.68,645.31,750.01,606.96,613.16,802.95,257.08,348.93,946.8,921.29,361.87,931.58,409.44,440.34,814.08,209.26,494.45,110.78,677.94,716.19,574.03,454.63,7.17,385.97,11.92,493.52,291.05,248.2,225.65,67.28,535.56,974.98,529.4,143.36,822.64,79.13,101.92,555.53,265.51,267.33,407.12
403.54,212.12,955.12,624.04,564.63,710.38,713.04,449.65,679.58,826.74,509.94,564.86,531.05,399.7,407.15,804.76,336.18,251.75,994.17,495.59,772.83,280.85,745.24,656.91,42.03,797.24,372.08,102.15,366.58,822.19,496.72,530.79,987.73,327.27,146.04,793.6,969.59,412.89,14.6,528.12,232.27,552.31,702.94,837.93,668.63,975.01,99.13,749.7,6.35
134.1,611.02,522.62,273.71,663.06,112.59,366.35,188.71,67.19,107.01,104.91,860.94,683.0,188.99,498.62,918.73,639.78,355.3,111.26,694.26,403.94,122.98,20.58,510.83,192.53,446.7,868.13,729.68,558.09,768.67,737.48,652.61,612.04,507.03,329.21,496.58,912.59,295.2,443.82,373.57,115.02,625.22,975.21,662.64,885.8,818.41,225.57,889.69,290.02
28.88,411.09,299.64,487.89,679.1,735.95,53.03,507.95,593.75,504.8,858.31,821.66,637.43,759.01,533.37,896.76,533.8,154.05,590.26,69.39,683.61,321.93,630.28,231.21,424.55,324.03,734.3,527.17,498.53,713.72,782.85,52.93,422.79,346.72,370.21,7.14,445.72,70.66,178.54,383.49,570.5,860.24,463.36,416.64,293.0,822.08,384.04,663.73,346.19
755.16,839.88,76.95,82.36,931.75,275.17,754.96,528.63,772.05,697.12,309.83,122.38,881.34,90.99,659.52,920.01,815.61,690.75,681.71,745.18,101.5,852.0,436.63,402.97,834.06,739.13,21.78,437.31,602.24,827.38,158.13,293.02,96.71,994.21,748.31,591.38,136.86,412.66,368.33,967.04,932.6,484.49,722.2,866.5,135.77,228.22,939.84,864.72,964.71
620.35,900.03,500.67,459.64,996.95,639.14,955.18,810.62,828.23,586.86,971.3,848.6,586.06,514.82,41.7,907.73,627.48,960.19,934.34,338.06,133.04,381.14,456.68,373.25,479.72,614.37,686.92,690.7,32.21,100.55,419.03,460.96,699.18,357.54,866.31,798.08,727.93,616.21,675.07,718.94,137.84,645.73,517.93,186.21,456.7,87.33,860.28,63.39,661.11
704.11,353.49,794.54,306.53,720.19,341.03,240.23,735.55,170.61,832.8,117.95,414.13,778.62,63.97,721.5,527.27,0.35,640.99,780.23,351.42,139.8,748.03,818.39,987.36,586.4,780.05,192.43,36.47,32.93,678.53,419.13,266.66,282.8,627.09,746.76,250.54,255.78,178.58,351.03,687.2,704.84,54.5,69.49,264.64,961.34,603.11,946.01,640.56,543.62
213.04,236.95,707.12,822.4,287.29,997.67,323.59,663.83,897.43,72.36,958.26,253.77,248.78,356.48,62.06,219.49,763.2,617.11,643.88,118.74,45.62,175.28,547.65,853.58,873.77,74.42,422.64,223.55,721.62,265.9,103.73,49.07,988.28,888.35,646.51,37.97,168.6,305.1,341.41,232.13,437.95,894.53,46.86,137.21,633.5,521.19,120.66,700.2,127.14
136.46,780.55,50.32,57.07,879.76,263.63,183.89,113.48,656.18,690.73,91.1,869.78,678.21,601.12,468.34,798.07,746.87,553.53,116.9,146.94,541.37,424.48,885.63,388.03,308.89,318.66,624.77,616.48,193.21,785.89,443.1,86.77,950.55,637.97,765.92,807.2,381.59,639.21,990.75,559.53,294.05,327.28,122.2,381.63,644.01,516.55,28.15,190.4,391.17
14.64,274.88,72.99,418.67,49.32,279.2,576.98,720.64,881.87,534.07,231.11,432.08,902.2,556.16,827.69,213.79,509.77,88.55,373.8,185.84,793.99,114.94,712.83,913.93,700.73,319.38,872.73,847.23,652.23,956.87,807.11,801.77,735.32,565.9,738.52,976.28,529.9,579.37,718.84,356.81,853.12,632.26,296.26,986.73,671.53,109.1,109.97,777.99,35.86
350.65,822.63,402.93,458.49,231.16,930.68,154.93,500.36,485.33,379.22,46.68,808.38,385.79,404.71,451.27,267.28,902.93,729.53,138.93,328.27,610.45,138.71,552.88,342.7,861.68,329.82,456.15,381.17,546.62,901.5,300.25,911.4,971.07,569.27,475.8,76.66,97.53,868.8,513.91,240.28,456.55,916.06,259.19,161.11,39.86,493.94,914.3,944.27,761.71
589.96,423.8,295.36,725.03,897.4,24.74,356.26,894.11,542.08,340.34,705.14,263.48,779.13,429.11,149.17,233.33,908.46,602.09,881.22,891.98,575.0,617.47,754.56,667.93,202.7,502.53,808.51,258.84,981.8,115.04,432.63,152.32,105.72,496.51,335.92,938.04,571.79,791.25,579.42,895.56,583.35,810.54,728.35,830.99,445.71,150.44,157.57,897.98,162.86
392.3,667.58,232.46,574.33,256.27,696.72,697.04,919.88,919.05,620.87,850.31,4.03,724.82,226.85,985.04,515.03,523.96,661.51,749.65,368.32,680.66,607.52,38.45,966.65,356.54,283.09,782.99,518.78,835.42,369.62,960.96,249.34,279.99,807.6,282.85,359.34,15.45,965.61,620.22,383.22,443.11,637.74,715.95,651.91,77.66,422.17,572.68,245.04,594.48
437.53,95.63,281.08,667.25,220.73,725.35,560.16,55.25,899.92,891.01,434.13,495.51,59.62,455.94,889.3,321.9,608.03,898.82,757.56,724.39,339.71,213.45,27.18,390.34,979.81,444.44,414.6,622.35,413.19,364.39,31.8,652.28,253.32,50.52,679.39,941.45,891.88,597.23,24.67,282.86,81.34,703.64,971.4,15.91,315.93,62.26,227.66,324.06,699.42
904.17,623.9,803.5,777.07,138.21,836.39,386.52,820.66,448.22,496.23,928.53,100.32,581.55,953.26,771.34,154.24,996.52,783.98,652.29,82.84,362.02,474.48,83.44,679.92,983.22,367.84,501.03,420.16,616.45,122.38,591.56,954.28,72.11,885.14,959.31,648.87,920.75,698.5,80.36,931.73,594.95,920.91,310.46,944.9,821.62,856.91,20.73,499.66,366.57
348.32,451.82,929.24,862.22,859.13,974.44,420.31,37.79,274.49,824.74,590.34,754.4,130.28,850.47,411.57,453.23,298.89,780.94,507.09,591.14,314.34,863.32,437.62,295.99,223.31,735.32,700.51,876.72,117.38,98.22,743.46,299.66,972.23,586.33,581.1,890.26,733.1,860.52,649.22,197.43,418.9,812.11,938.46,971.09,656.3,13.28,84.71,158.45,632.63
